,ethnicity,marital_status,owner_type,gender,use,age,bld_val,year_built,roof_age
1682,Western European,Unknown,Unknown or not provided,Female,Condominium,60.148464163822524,113089.0,1986.0,23.55586592178771
1683,Hispanic,Single,Company/Corporation/Incorporated,Female,"Duplex (2 units, any combination)",80.0,4177000.0,1910.0,26.0
1684,Western European,Unknown,Unknown or not provided,Female,Cooperative,46.0,1275000.0,1939.2222222222222,23.55586592178771
1685,Eastern European,Married,Unknown or not provided,Female,Cooperative,43.0,1060000.0,1939.2222222222222,23.55586592178771
1686,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,4784000.0,1915.0,27.0
1687,Unknown,Unknown,Unknown or not provided,Unknown,Miscellaneous (general),60.148464163822524,821000.0,1900.0,27.0
1688,Western European,Married,Unknown or not provided,Female,Cooperative,65.0,1499000.0,1939.2222222222222,23.55586592178771
1689,East Asian,Single,Unknown or not provided,Female,Condominium,64.0,200136.0,1939.2222222222222,23.55586592178771
1690,Jewish,Married,Unknown or not provided,Female,Condominium,84.0,288313.0,1939.2222222222222,23.55586592178771
1691,Mediterranean,Married,Unknown or not provided,Female,Condominium,64.0,209274.0,1920.0,23.55586592178771
1692,Unknown,Unknown,Unknown or not provided,Unknown,Cooperative,60.148464163822524,1769000.0,1939.2222222222222,23.55586592178771
1693,Mediterranean,Unknown,Unknown or not provided,Female,Condominium,62.0,1578050.0,1900.0,27.0
1694,Jewish,Single,Unknown or not provided,Female,Cooperative,52.0,1944000.0,1939.2222222222222,23.55586592178771
1695,Unknown,Unknown,Unknown or not provided,Unknown,Apartment house (5+ units),60.148464163822524,2460000.0,1900.0,26.0
1696,East Asian,Married,Trust,Male,Condominium,56.0,461203.0,1939.2222222222222,23.55586592178771
1697,Middle Eastern,Single,Unknown or not provided,Female,Condominium,57.0,201651.0,1939.2222222222222,23.55586592178771
1698,Eastern European,Married,Unknown or not provided,Female,Cooperative,55.0,1615000.0,1939.2222222222222,23.55586592178771
1699,Western European,Single,Unknown or not provided,Female,Cooperative,22.0,729000.0,1939.2222222222222,23.55586592178771
1700,Unknown,Unknown,Unknown or not provided,Unknown,Condominium,60.148464163822524,77907.0,1939.2222222222222,23.55586592178771
1701,Western European,Separated,Unknown or not provided,Male,Condominium,85.0,289474.0,1939.2222222222222,23.55586592178771
